site,date,tmax,tmin,prcp,S1 Tmax,S1 Tmin,S1 Prcp,S2 Tmax,S2 Tmin,S2 Prcp,S3 Tmax,S3 Tmin,S3 Prcp
2019 Colusa NWR 27-1,2019-01-26,64.0,43.0,0.0,62.0,37.0,0.0,66.0,49.0,0.0,,,
2019 Colusa NWR 27-1,2019-01-27,64.5,43.0,0.0,62.0,37.0,0.0,67.0,49.0,0.0,,,
2019 Colusa NWR 27-1,2019-01-28,68.0,48.0,0.0,65.0,33.0,0.0,68.0,49.0,0.0,68.0,48.0,0.0
2019 Colusa NWR 27-1,2019-01-29,63.5,40.5,0.0,59.0,34.0,0.0,68.0,47.0,0.0,,,
2019 Colusa NWR 27-1,2019-01-30,64.0,46.0,0.0,64.0,46.0,0.0,60.0,45.0,0.0,65.0,47.0,0.0
2019 Colusa NWR 27-1,2019-01-31,61.0,46.0,0.0,61.0,41.0,0.0,58.0,46.0,0.0,65.0,49.0,1.03
2019 Colusa NWR 27-1,2019-02-01,64.0,46.0,0.06,66.0,44.0,0.0,55.0,46.0,0.06,64.0,50.0,0.1
2019 Colusa NWR 27-1,2019-02-02,56.0,44.0,1.35,66.0,44.0,0.0,48.0,43.0,1.66,56.0,46.0,1.35
2019 Colusa NWR 27-1,2019-02-03,56.0,42.0,0.32,56.0,47.0,0.0,46.0,42.0,0.6,56.0,37.0,0.32
2019 Colusa NWR 27-1,2019-02-04,49.0,35.0,0.83,51.0,46.0,0.0,42.0,35.0,0.83,49.0,31.0,1.05
2019 Colusa NWR 27-1,2019-02-05,50.0,32.0,0.0,51.0,36.0,0.0,43.0,27.0,0.02,50.0,32.0,0.0
2019 Colusa NWR 27-1,2019-02-06,49.0,32.0,0.0,49.0,33.0,0.0,48.0,27.0,0.0,55.0,32.0,0.0
2019 Colusa NWR 27-1,2019-02-07,51.0,33.0,0.0,51.0,33.0,0.0,48.0,27.0,0.0,53.0,37.0,0.0
2019 Colusa NWR 27-1,2019-02-08,49.0,35.0,0.16,49.0,38.0,0.0,43.0,34.0,0.3,52.0,35.0,0.16
2019 Colusa NWR 27-1,2019-02-09,48.0,39.0,0.2,48.0,39.0,0.12,42.0,34.0,0.2,49.0,40.0,0.61
2019 Colusa NWR 27-1,2019-02-10,53.0,32.0,0.01,53.0,32.0,0.02,53.0,33.0,0.01,50.0,31.0,0.0
2019 Colusa NWR 27-1,2019-02-11,50.0,30.0,0.04,56.0,32.0,0.0,44.0,28.0,0.1,50.0,30.0,0.04
2019 Colusa NWR 27-1,2019-02-12,50.0,36.0,0.0,52.0,36.0,0.0,42.0,32.0,0.01,50.0,43.0,0.0
2019 Colusa NWR 27-1,2019-02-13,48.0,38.0,2.0,45.0,38.0,1.57,49.0,38.0,3.58,48.0,45.0,2.0
2019 Colusa NWR 27-1,2019-02-14,54.0,41.0,2.31,54.0,42.0,2.31,49.0,41.0,2.54,59.0,41.0,1.51
2019 Colusa NWR 27-1,2019-02-15,52.0,39.0,0.71,58.0,42.0,0.08,42.0,33.0,0.71,52.0,39.0,0.98
2019 Colusa NWR 27-1,2019-02-16,51.0,36.0,0.23,58.0,41.0,0.0,45.0,36.0,0.23,51.0,35.0,0.35
2019 Colusa NWR 27-1,2019-02-17,53.0,34.0,0.05,56.0,38.0,0.0,46.0,30.0,0.05,53.0,34.0,0.08
2019 Colusa NWR 27-1,2019-02-18,53.0,32.0,0.0,53.0,32.0,0.0,49.0,34.0,0.0,55.0,31.0,0.0
2019 Colusa NWR 27-1,2019-02-19,56.0,34.0,0.0,56.0,34.0,0.0,52.0,33.0,0.0,58.0,38.0,0.0
2019 Colusa NWR 27-1,2019-02-20,55.0,36.0,0.0,55.0,37.0,0.0,49.0,36.0,0.0,56.0,36.0,0.0
2019 Colusa NWR 27-1,2019-02-21,55.0,32.0,0.0,55.0,36.0,0.0,49.0,32.0,0.0,56.0,32.0,0.0
2019 Colusa NWR 27-1,2019-02-22,54.0,33.0,0.0,54.0,35.0,0.0,51.0,33.0,0.0,59.0,32.0,0.0
2019 Colusa NWR 27-1,2019-02-23,55.0,31.0,0.0,55.0,35.0,0.0,50.0,31.0,0.0,57.0,28.0,0.0
2019 Colusa NWR 27-1,2019-02-24,53.0,39.0,0.0,53.0,39.0,0.0,46.0,39.0,0.01,53.0,45.0,0.0
2019 Colusa NWR 27-1,2019-02-25,53.0,43.0,1.01,55.0,43.0,0.0,45.0,40.0,1.01,53.0,44.0,1.83
2019 Colusa NWR 27-1,2019-02-26,52.0,47.0,1.12,52.0,47.0,0.51,47.0,45.0,5.15,53.0,49.0,1.12
2019 Colusa NWR 27-1,2019-02-27,54.0,46.0,1.35,54.0,48.0,1.35,51.0,46.0,3.14,59.0,40.0,0.08
2019 Colusa NWR 27-1,2019-02-28,58.0,37.0,0.0,62.0,45.0,0.0,51.0,36.0,0.0,58.0,37.0,0.0
2019 Colusa NWR 27-1,2019-03-01,56.0,45.0,0.0,57.0,45.0,0.0,50.0,38.0,0.0,56.0,46.0,0.0
2019 Colusa NWR 27-1,2019-03-02,56.0,45.0,0.82,57.0,45.0,0.49,50.0,42.0,0.86,56.0,49.0,0.82
2019 Colusa NWR 27-1,2019-03-03,55.0,46.0,0.13,55.0,47.0,0.13,51.0,46.0,0.13,58.0,45.0,0.27
2019 Colusa NWR 27-1,2019-03-04,57.0,46.0,0.0,57.0,47.0,0.11,52.0,43.0,0.0,59.0,46.0,0.0
2019 Colusa NWR 27-1,2019-03-05,57.0,48.0,0.24,60.0,48.0,0.0,48.0,43.0,0.67,57.0,51.0,0.24
2019 Colusa NWR 27-1,2019-03-06,55.0,46.0,1.25,55.0,49.0,0.47,49.0,46.0,1.25,57.0,44.0,1.53
2019 Colusa NWR 27-1,2019-03-07,54.0,40.0,0.0,63.0,48.0,0.0,48.0,39.0,0.08,54.0,40.0,0.0
2019 Colusa NWR 27-1,2019-03-08,56.0,39.0,0.0,60.0,40.0,0.0,48.0,31.0,0.0,56.0,39.0,0.0
2019 Colusa NWR 27-1,2019-03-09,52.0,41.0,0.42,56.0,41.0,0.04,49.0,36.0,0.42,52.0,43.0,0.51
2019 Colusa NWR 27-1,2019-03-10,56.0,39.0,0.19,56.0,41.0,0.05,50.0,38.0,0.19,56.0,39.0,0.23
2019 Colusa NWR 27-1,2019-03-11,62.0,39.0,0.0,58.0,45.0,0.0,62.0,38.0,0.0,68.0,39.0,0.0
2019 Colusa NWR 27-1,2019-03-12,66.0,37.0,0.0,66.0,40.0,0.0,62.0,37.0,0.0,67.0,37.0,0.0
2019 Colusa NWR 27-1,2019-03-13,63.0,36.0,0.0,65.0,38.0,0.0,58.0,36.0,0.0,63.0,33.0,0.0
2019 Colusa NWR 27-1,2019-03-14,63.0,41.0,0.0,61.0,40.0,0.0,63.0,41.0,0.0,70.0,41.0,0.0
2019 Colusa NWR 27-1,2019-03-15,66.0,39.0,0.0,66.0,39.0,0.0,65.0,39.0,0.0,73.0,44.0,0.0
2019 Colusa NWR 27-1,2019-03-16,70.0,42.0,0.0,68.0,39.0,0.0,70.0,42.0,0.0,75.0,46.0,0.0
2019 Colusa NWR 27-1,2019-03-17,70.0,46.0,0.0,70.0,44.0,0.0,69.0,46.0,0.0,75.0,48.0,0.0
2019 Colusa NWR 27-1,2019-03-18,73.0,47.0,0.0,73.0,45.0,0.0,70.0,47.0,0.0,77.0,49.0,0.0
2019 Colusa NWR 27-1,2019-03-19,75.0,47.0,0.0,75.0,46.0,0.0,70.0,47.0,0.0,75.0,50.0,0.0
2019 Colusa NWR 27-1,2019-03-20,69.0,44.0,0.66,72.0,48.0,0.15,64.0,44.0,0.67,69.0,42.0,0.66
2019 Colusa NWR 27-1,2019-03-21,63.0,40.0,0.0,64.0,40.0,0.08,57.0,35.0,0.0,63.0,42.0,0.0
2019 Colusa NWR 27-1,2019-03-22,64.0,40.0,0.48,65.0,40.0,0.0,56.0,38.0,0.48,64.0,44.0,0.57
2019 Colusa NWR 27-1,2019-03-23,62.0,40.0,0.49,65.0,40.0,0.44,56.0,43.0,0.87,62.0,40.0,0.49
2019 Colusa NWR 27-1,2019-03-24,62.0,41.0,0.01,62.0,41.0,0.15,57.0,39.0,0.01,63.0,47.0,0.0
2019 Colusa NWR 27-1,2019-03-25,63.0,45.0,0.46,63.0,47.0,0.0,53.0,45.0,0.46,63.0,44.0,0.58
2019 Colusa NWR 27-1,2019-03-26,57.0,47.0,0.07,57.0,47.0,0.07,56.0,38.0,0.21,63.0,49.0,0.0
2019 Colusa NWR 27-1,2019-03-27,63.0,45.0,0.75,64.0,48.0,0.33,56.0,45.0,0.75,63.0,44.0,0.9
2019 Colusa NWR 27-1,2019-03-28,61.0,41.0,0.8,66.0,41.0,0.05,49.0,40.0,0.8,61.0,42.0,1.22
2019 Colusa NWR 27-1,2019-03-29,56.0,41.0,0.0,50.0,41.0,0.0,56.0,36.0,0.14,63.0,44.0,0.0
2019 Colusa NWR 27-1,2019-03-30,65.0,40.0,0.0,65.0,43.0,0.0,65.0,40.0,0.02,70.0,40.0,0.0
2019 Colusa NWR 27-1,2019-03-31,71.0,44.0,0.0,71.0,43.0,0.0,68.0,44.0,0.0,75.0,53.0,0.0
2019 Colusa NWR 27-1,2019-04-01,70.5,51.0,0.03,75.0,53.0,0.01,66.0,49.0,0.06,,,
2019 Colusa NWR 27-1,2019-04-02,60.0,49.0,0.09,68.0,53.0,0.14,55.0,46.0,0.0,60.0,49.0,0.09
2019 Colusa NWR 27-1,2019-04-03,61.0,46.5,0.02,67.0,48.0,0.0,55.0,45.0,0.04,,,
2019 Colusa NWR 27-1,2019-04-04,59.0,48.0,0.0,64.0,48.0,0.0,52.0,46.0,0.07,59.0,51.0,0.0
2019 Colusa NWR 27-1,2019-04-05,58.0,52.0,0.57,65.0,52.0,0.0,53.0,47.0,0.57,58.0,52.0,0.93
2019 Colusa NWR 27-1,2019-04-06,65.0,53.0,0.04,66.0,54.0,0.0,57.0,47.0,0.04,65.0,53.0,0.08
2019 Colusa NWR 27-1,2019-04-07,70.0,55.0,0.04,75.0,57.0,0.0,64.0,50.0,0.18,70.0,55.0,0.04
2019 Colusa NWR 27-1,2019-04-08,68.0,54.0,0.02,75.0,57.0,0.0,61.0,51.0,0.04,,,
2019 Colusa NWR 27-1,2019-04-09,67.0,44.0,0.0,72.0,44.0,0.0,62.0,41.0,0.03,67.0,46.0,0.0
2019 Colusa NWR 27-1,2019-04-10,71.0,42.0,0.0,71.0,42.0,0.0,67.0,42.0,0.0,72.0,49.0,0.0
2019 Colusa NWR 27-1,2019-04-11,68.5,48.5,0.0,73.0,49.0,0.0,64.0,48.0,0.0,,,
2019 Colusa NWR 27-1,2019-04-12,69.0,42.0,0.0,69.0,42.0,0.0,69.0,40.0,0.0,76.0,51.0,0.0
2019 Colusa NWR 27-1,2019-04-13,75.0,47.0,0.0,75.0,47.0,0.0,70.0,49.0,0.0,76.0,47.0,0.0
2019 Colusa NWR 27-1,2019-04-14,73.0,43.0,0.0,78.0,49.0,0.0,65.0,43.0,0.0,73.0,43.0,0.0
2019 Colusa NWR 27-1,2019-04-15,68.5,44.0,0.0,74.0,49.0,0.0,63.0,39.0,0.0,,,
2019 Colusa NWR 27-1,2019-04-16,62.0,47.0,0.0,61.0,49.0,0.0,62.0,43.0,0.24,68.0,47.0,0.0
2019 Colusa NWR 27-1,2019-04-17,72.0,43.0,0.0,71.0,43.0,0.0,72.0,43.0,0.0,77.0,53.0,0.0
2019 Colusa NWR 27-1,2019-04-18,80.0,50.0,0.0,80.0,50.0,0.0,80.0,43.0,0.0,85.0,55.0,0.0
2019 Colusa NWR 27-1,2019-04-19,83.0,52.0,0.0,84.0,52.0,0.0,78.0,53.0,0.0,83.0,52.0,0.0
2019 Colusa NWR 27-1,2019-04-20,76.0,48.0,0.0,86.0,54.0,0.0,69.0,47.0,0.0,76.0,48.0,0.0
2019 Colusa NWR 27-1,2019-04-21,76.0,45.0,0.0,86.0,45.0,0.0,71.0,45.0,0.0,76.0,54.0,0.0
2019 Colusa NWR 27-1,2019-04-22,82.0,51.0,0.0,81.0,49.0,0.0,83.0,53.0,0.0,,,
2019 Colusa NWR 27-1,2019-04-23,88.0,61.0,0.0,88.0,56.0,0.0,87.0,64.0,0.0,93.0,61.0,0.0
2019 Colusa NWR 27-1,2019-04-24,90.5,60.5,0.0,94.0,59.0,0.0,87.0,62.0,0.0,,,
2019 Colusa NWR 27-1,2019-04-25,85.0,56.0,0.0,92.0,59.0,0.0,85.0,56.0,0.0,85.0,53.0,0.0
2019 Colusa NWR 27-1,2019-04-26,84.0,54.0,0.0,94.0,54.0,0.0,81.0,51.0,0.0,84.0,56.0,0.0
2019 Colusa NWR 27-1,2019-04-27,81.0,49.0,0.0,91.0,57.0,0.0,81.0,47.0,0.0,80.0,49.0,0.0
2019 Colusa NWR 27-1,2019-04-28,75.0,48.0,0.0,88.0,52.0,0.0,71.0,44.0,0.0,75.0,48.0,0.0
2019 Colusa NWR 27-1,2019-04-29,73.0,48.0,0.0,82.0,51.0,0.0,70.0,44.0,0.0,73.0,48.0,0.0
2019 Colusa NWR 27-1,2019-04-30,69.0,49.0,0.0,83.0,49.0,0.0,65.0,44.0,0.0,69.0,49.0,0.0
2019 Colusa NWR 27-1,2019-05-01,73.0,44.0,0.0,72.0,43.0,0.0,73.0,44.0,0.0,78.0,47.0,0.0
2019 Colusa NWR 27-1,2019-05-02,79.0,44.0,0.0,80.0,48.0,0.0,74.0,44.0,0.0,79.0,40.0,0.0
2019 Colusa NWR 27-1,2019-05-03,80.0,47.0,0.0,84.0,50.0,0.0,74.0,44.0,0.0,80.0,47.0,0.0
2019 Colusa NWR 27-1,2019-05-04,76.0,45.0,0.0,86.0,50.0,0.0,76.0,43.0,0.0,76.0,45.0,0.0
2019 Colusa NWR 27-1,2019-05-05,76.0,47.0,0.0,86.0,47.0,0.0,76.0,43.0,0.0,71.0,48.0,0.0
2019 Colusa NWR 27-1,2019-05-06,76.0,49.0,0.0,84.0,50.0,0.0,76.0,43.0,0.0,63.0,49.0,0.0
2019 Colusa NWR 27-1,2019-05-07,72.0,50.0,0.0,80.0,50.0,0.0,68.0,45.0,0.0,72.0,50.0,0.0
2019 Colusa NWR 27-1,2019-05-08,71.0,51.0,0.0,83.0,53.0,0.0,68.0,46.0,0.0,71.0,51.0,0.0
2019 Colusa NWR 27-1,2019-05-09,68.0,54.0,0.0,87.0,56.0,0.0,68.0,46.0,0.0,68.0,54.0,0.0
2019 Colusa NWR 27-1,2019-05-10,82.0,49.0,0.0,86.0,52.0,0.0,80.0,46.0,0.0,82.0,49.0,0.0
2019 Colusa NWR 27-1,2019-05-11,80.0,50.0,0.0,90.0,63.0,0.0,80.0,46.0,0.0,77.0,50.0,0.0
2019 Colusa NWR 27-1,2019-05-12,79.0,49.0,0.0,90.0,55.0,0.0,77.0,45.0,0.0,79.0,49.0,0.0
2019 Colusa NWR 27-1,2019-05-13,78.0,45.0,0.0,87.0,54.0,0.0,77.0,45.0,0.0,78.0,42.0,0.0
2019 Colusa NWR 27-1,2019-05-14,70.0,48.0,0.0,86.0,54.0,0.0,70.0,44.0,0.0,63.0,48.0,0.0
2019 Colusa NWR 27-1,2019-05-15,59.0,50.0,0.8,76.0,55.0,0.0,57.0,48.0,0.8,59.0,50.0,1.85
2019 Colusa NWR 27-1,2019-05-16,57.0,48.0,1.35,76.0,50.0,0.88,54.0,42.0,1.35,57.0,48.0,1.4
2019 Colusa NWR 27-1,2019-05-17,64.0,47.0,0.03,64.0,48.0,0.03,61.0,44.0,0.06,66.0,47.0,0.03
2019 Colusa NWR 27-1,2019-05-18,64.0,49.0,0.51,69.0,50.0,0.0,61.0,43.0,0.65,64.0,49.0,0.51
2019 Colusa NWR 27-1,2019-05-19,57.0,45.0,0.58,57.0,48.0,0.73,61.0,43.0,0.58,57.0,45.0,0.45
2019 Colusa NWR 27-1,2019-05-20,61.0,44.0,0.01,59.0,44.0,0.1,61.0,39.0,0.01,66.0,49.0,0.0
2019 Colusa NWR 27-1,2019-05-21,62.0,47.0,0.0,70.0,47.0,0.0,61.0,39.0,0.26,62.0,49.0,0.0
2019 Colusa NWR 27-1,2019-05-22,71.0,42.0,0.0,68.0,47.0,0.03,71.0,39.0,0.0,77.0,42.0,0.0
2019 Colusa NWR 27-1,2019-05-23,76.0,53.0,0.0,76.0,53.0,0.0,71.0,55.0,0.0,76.0,51.0,0.0
2019 Colusa NWR 27-1,2019-05-24,74.0,50.0,0.0,81.0,54.0,0.0,68.0,47.0,0.0,74.0,50.0,0.0
2019 Colusa NWR 27-1,2019-05-25,74.0,48.0,0.0,80.0,55.0,0.0,68.0,46.0,0.0,74.0,48.0,0.0
2019 Colusa NWR 27-1,2019-05-26,71.0,47.0,0.16,74.0,51.0,0.24,68.0,44.0,0.16,71.0,47.0,0.03
2019 Colusa NWR 27-1,2019-05-27,68.0,51.0,0.0,64.0,52.0,0.0,68.0,44.0,0.0,70.0,51.0,0.0
2019 Colusa NWR 27-1,2019-05-28,77.0,47.0,0.0,77.0,57.0,0.0,75.0,46.0,0.0,80.0,47.0,0.0
2019 Colusa NWR 27-1,2019-05-29,82.0,50.0,0.0,85.0,58.0,0.0,77.0,46.0,0.0,82.0,50.0,0.0
2019 Colusa NWR 27-1,2019-05-30,79.0,55.0,0.0,82.0,59.0,0.0,77.0,46.0,0.0,79.0,55.0,0.0
2019 Colusa NWR 27-1,2019-05-31,83.0,59.0,0.0,83.0,59.0,0.13,80.0,46.0,0.0,84.0,61.0,0.0
2019 Colusa NWR 27-1,2019-06-01,85.0,55.0,0.0,89.0,67.0,0.0,82.0,46.0,0.0,85.0,55.0,0.0
2019 Colusa NWR 27-1,2019-06-02,82.0,55.0,0.0,94.0,62.0,0.0,82.0,46.0,0.0,77.0,55.0,0.0
2019 Colusa NWR 27-1,2019-06-03,85.0,52.0,0.0,89.0,61.0,0.0,82.0,52.0,0.0,85.0,52.0,0.0
2019 Colusa NWR 27-1,2019-06-04,93.0,58.0,0.0,94.0,65.0,0.0,88.0,58.0,0.0,93.0,53.0,0.0
2019 Colusa NWR 27-1,2019-06-05,93.0,58.0,0.0,96.0,69.0,0.0,88.0,58.0,0.0,93.0,55.0,0.0
2019 Colusa NWR 27-1,2019-06-06,90.0,55.0,0.0,97.0,61.0,0.0,88.0,55.0,0.0,90.0,48.0,0.0
2019 Colusa NWR 27-1,2019-06-07,80.0,55.0,0.0,90.0,56.0,0.0,75.0,42.0,0.0,80.0,55.0,0.0
2019 Colusa NWR 27-1,2019-06-08,82.0,59.0,0.0,77.0,60.0,0.0,82.0,55.0,0.0,87.0,59.0,0.0
2019 Colusa NWR 27-1,2019-06-09,86.0,62.0,0.0,83.0,61.0,0.0,86.0,63.0,0.0,94.0,62.0,0.0
2019 Colusa NWR 27-1,2019-06-10,94.0,64.0,0.0,93.0,65.0,0.0,94.0,63.0,0.0,101.0,64.0,0.0
2019 Colusa NWR 27-1,2019-06-11,100.0,67.0,0.0,102.0,67.0,0.0,95.0,67.0,0.0,100.0,58.0,0.0
2019 Colusa NWR 27-1,2019-06-12,98.0,68.0,0.0,100.0,70.0,0.0,94.0,68.0,0.0,98.0,62.0,0.0
2019 Colusa NWR 27-1,2019-06-13,89.0,55.0,0.0,97.0,64.0,0.0,89.0,55.0,0.0,81.0,55.0,0.0
2019 Colusa NWR 27-1,2019-06-14,83.0,54.0,0.0,93.0,59.0,0.0,79.0,49.0,0.0,83.0,54.0,0.0
2019 Colusa NWR 27-1,2019-06-15,78.0,52.0,0.0,90.0,57.0,0.0,78.0,47.0,0.0,77.0,52.0,0.0
2019 Colusa NWR 27-1,2019-06-16,84.0,53.0,0.0,85.0,65.0,0.0,80.0,48.0,0.0,84.0,53.0,0.0
2019 Colusa NWR 27-1,2019-06-17,89.0,54.0,0.0,91.0,55.0,0.0,84.0,53.0,0.0,89.0,54.0,0.0
2019 Colusa NWR 27-1,2019-06-18,90.0,59.0,0.0,96.0,63.0,0.0,89.0,59.0,0.0,90.0,55.0,0.0
2019 Colusa NWR 27-1,2019-06-19,86.0,56.0,0.0,102.0,63.0,0.0,86.0,56.0,0.0,84.0,53.0,0.0
2019 Colusa NWR 27-1,2019-06-20,82.0,54.0,0.0,100.0,59.0,0.0,82.0,49.0,0.0,80.0,54.0,0.0
2019 Colusa NWR 27-1,2019-06-21,82.0,60.0,0.0,92.0,65.0,0.0,79.0,52.0,0.0,82.0,60.0,0.0
2019 Colusa NWR 27-1,2019-06-22,88.0,60.0,0.0,85.0,64.0,0.0,88.0,58.0,0.0,95.0,60.0,0.0
2019 Colusa NWR 27-1,2019-06-23,92.0,60.0,0.0,92.0,61.0,0.0,88.0,60.0,0.0,92.0,57.0,0.0
2019 Colusa NWR 27-1,2019-06-24,91.0,57.0,0.0,94.0,65.0,0.0,85.0,57.0,0.0,91.0,50.0,0.0
2019 Colusa NWR 27-1,2019-06-25,87.0,53.0,0.0,95.0,64.0,0.0,84.0,53.0,0.0,87.0,51.0,0.0
2019 Colusa NWR 27-1,2019-06-26,81.0,52.0,0.0,93.0,58.0,0.0,81.0,52.0,0.0,76.0,52.0,0.0
2019 Colusa NWR 27-1,2019-06-27,77.0,46.0,0.0,84.0,53.0,0.0,70.0,46.0,0.0,77.0,46.0,0.0
2019 Colusa NWR 27-1,2019-06-28,79.0,50.0,0.0,79.0,55.0,0.0,78.0,50.0,0.0,82.0,49.0,0.0
2019 Colusa NWR 27-1,2019-06-29,84.0,52.0,0.0,84.0,55.0,0.0,80.0,50.0,0.0,85.0,52.0,0.0
2019 Colusa NWR 27-1,2019-06-30,85.0,51.0,0.0,88.0,57.0,0.0,80.0,51.0,0.0,85.0,51.0,0.0
2019 Colusa NWR 27-1,2019-07-01,87.0,56.0,0.0,88.0,56.0,0.0,79.0,69.0,0.0,87.0,47.0,0.0
2019 Colusa NWR 27-1,2019-07-02,87.0,50.0,0.0,87.0,58.0,0.0,80.0,49.0,0.0,88.0,50.0,0.0
2019 Colusa NWR 27-1,2019-07-03,88.0,52.0,0.0,88.0,60.0,0.0,80.0,52.0,0.0,88.0,51.0,0.0
2019 Colusa NWR 27-1,2019-07-04,87.0,56.0,0.0,89.0,59.0,0.0,83.0,51.0,0.0,87.0,56.0,0.0
2019 Colusa NWR 27-1,2019-07-05,90.0,55.0,0.0,96.0,62.0,0.0,85.0,55.0,0.0,90.0,54.0,0.0
2019 Colusa NWR 27-1,2019-07-06,91.0,56.0,0.0,92.0,61.0,0.0,84.0,55.0,0.0,91.0,56.0,0.0
2019 Colusa NWR 27-1,2019-07-07,88.0,53.0,0.0,91.0,60.0,0.0,77.0,53.0,0.0,88.0,53.0,0.0
2019 Colusa NWR 27-1,2019-07-08,83.0,51.0,0.0,85.0,55.0,0.0,75.0,48.0,0.0,83.0,51.0,0.0
2019 Colusa NWR 27-1,2019-07-09,79.5,48.5,0.0,82.0,48.0,0.0,77.0,49.0,0.0,,,0.0
2019 Colusa NWR 27-1,2019-07-10,84.0,58.0,0.0,84.0,60.0,0.0,81.0,49.0,0.0,86.0,58.0,0.0
2019 Colusa NWR 27-1,2019-07-11,89.0,57.0,0.0,89.0,61.0,0.0,85.0,57.0,0.0,92.0,54.0,0.0
2019 Colusa NWR 27-1,2019-07-12,92.0,59.0,0.0,92.0,62.0,0.0,87.0,58.0,0.0,93.0,59.0,0.0
2019 Colusa NWR 27-1,2019-07-13,92.0,57.0,0.0,98.0,67.0,0.0,89.0,57.0,0.0,92.0,56.0,0.0
2019 Colusa NWR 27-1,2019-07-14,92.0,59.0,0.0,93.0,61.0,0.0,88.0,56.0,0.0,92.0,59.0,0.0
2019 Colusa NWR 27-1,2019-07-15,94.0,58.0,0.0,94.0,61.0,0.0,87.0,58.0,0.0,96.0,57.0,0.0
2019 Colusa NWR 27-1,2019-07-16,92.0,58.0,0.0,93.0,63.0,0.0,87.0,57.0,0.0,92.0,58.0,0.0
2019 Colusa NWR 27-1,2019-07-17,91.0,57.0,0.0,91.0,61.0,0.0,86.0,52.0,0.0,92.0,57.0,0.0
2019 Colusa NWR 27-1,2019-07-18,88.0,57.0,0.0,93.0,62.0,0.0,85.0,53.0,0.0,88.0,57.0,0.0
2019 Colusa NWR 27-1,2019-07-19,85.0,54.0,0.0,93.0,60.0,0.0,78.0,52.0,0.0,85.0,54.0,0.0
2019 Colusa NWR 27-1,2019-07-20,80.0,55.0,0.0,89.0,58.0,0.0,77.0,50.0,0.0,80.0,55.0,0.0
2019 Colusa NWR 27-1,2019-07-21,87.0,58.0,0.0,89.0,61.0,0.0,84.0,53.0,0.0,87.0,58.0,0.0
2019 Colusa NWR 27-1,2019-07-22,90.0,59.0,0.0,90.0,66.0,0.0,89.0,59.0,0.0,94.0,54.0,0.0
2019 Colusa NWR 27-1,2019-07-23,96.0,59.0,0.0,96.0,63.0,0.0,88.0,59.0,0.0,96.0,56.0,0.0
2019 Colusa NWR 27-1,2019-07-24,93.0,58.0,0.0,93.0,60.0,0.0,93.0,58.0,0.0,99.0,52.0,0.0
2019 Colusa NWR 27-1,2019-07-25,97.0,65.0,0.0,97.0,65.0,0.0,91.0,65.0,0.0,98.0,55.0,0.0
2019 Colusa NWR 27-1,2019-07-26,90.0,59.0,0.0,101.0,66.0,0.0,86.0,56.0,0.0,90.0,59.0,0.0
2019 Colusa NWR 27-1,2019-07-27,96.0,61.0,0.0,96.0,61.0,0.0,94.0,61.0,0.0,98.0,65.0,0.0
2019 Colusa NWR 27-1,2019-07-28,99.0,66.0,0.0,104.0,66.0,0.0,93.0,66.0,0.0,99.0,57.0,0.0
2019 Colusa NWR 27-1,2019-07-29,95.0,56.0,0.0,100.0,59.0,0.0,93.0,53.0,0.0,95.0,56.0,0.0
2019 Colusa NWR 27-1,2019-07-30,88.0,50.0,0.0,90.0,57.0,0.0,80.0,50.0,0.0,88.0,50.0,0.0
2019 Colusa NWR 27-1,2019-07-31,91.0,56.0,0.0,91.0,58.0,0.0,84.0,51.0,0.0,91.0,56.0,0.0
2019 Colusa NWR 27-1,2019-08-01,84.0,58.0,0.0,93.0,60.0,0.0,84.0,52.0,0.0,70.0,58.0,0.0
2019 Colusa NWR 27-1,2019-08-02,90.0,54.0,0.0,90.0,61.0,0.0,87.0,54.0,0.0,91.0,53.0,0.0
2019 Colusa NWR 27-1,2019-08-03,94.0,61.0,0.0,94.0,63.0,0.0,89.0,61.0,0.0,95.0,54.0,0.0
2019 Colusa NWR 27-1,2019-08-04,93.0,58.0,0.0,95.0,60.0,0.0,85.0,56.0,0.0,93.0,58.0,0.0
2019 Colusa NWR 27-1,2019-08-05,90.0,55.0,0.0,93.0,61.0,0.0,85.0,53.0,0.0,90.0,55.0,0.0
2019 Colusa NWR 27-1,2019-08-06,91.0,60.0,0.0,95.0,66.0,0.0,87.0,60.0,0.0,91.0,57.0,0.0
2019 Colusa NWR 27-1,2019-08-07,87.0,58.0,0.0,95.0,59.0,0.0,86.0,53.0,0.0,87.0,58.0,0.0
2019 Colusa NWR 27-1,2019-08-08,85.0,52.0,0.0,91.0,57.0,0.0,79.0,52.0,0.0,85.0,52.0,0.0
2019 Colusa NWR 27-1,2019-08-09,83.0,56.0,0.0,85.0,57.0,0.0,77.0,53.0,0.0,83.0,56.0,0.0
2019 Colusa NWR 27-1,2019-08-10,82.0,56.0,0.0,83.0,62.0,0.0,76.0,56.0,0.0,82.0,56.0,0.0
2019 Colusa NWR 27-1,2019-08-11,86.0,56.0,0.0,86.0,60.0,0.0,83.0,56.0,0.0,90.0,54.0,0.0
2019 Colusa NWR 27-1,2019-08-12,89.0,59.0,0.0,89.0,60.0,0.0,87.0,59.0,0.0,90.0,54.0,0.0
2019 Colusa NWR 27-1,2019-08-13,96.0,60.0,0.0,96.0,63.0,0.0,91.0,60.0,0.0,97.0,53.0,0.0
